Nome Fantasia;CNPJ;Porte;UF;Localidade;Email Comercial
PADARIA MARTINS;08.277.007/0001-67;MICROEMPRESA;ES;Pancas;dmljl82@gmail.com
Cantina da Nona;08.283.344/0001-67;MICROEMPRESA;PR;Campo Magro;cantinanona@gmail.com
ESPAÇO CLTURAL 512;08.283.828/0001-06;MICROEMPRESA;RS;Porto Alegre;espacocultural512@gmail.com
RESTAURANTE E PIZZARIA CHAROLES;08.290.446/0001-00;EMPRESA DE PEQUENO PORTE;MT;Paranaitá;RESTAURANTECHAROLES@HOTMAIL.COM
ESPAÇO TIBET;08.294.013/0001-22;EMPRESA DE PEQUENO PORTE;RS;Três Coroas;administrativo@espacotibet.com.br
DISTRIBUIDORA DE GAS, RESTAURANTE E POUSADA PARAISO;08.298.673/0001-81;MICROEMPRESA;SE;Indiaroba;POUSADAPARAISO462@GMAIL.COM
HABIBS BURITI;08.318.312/0001-50;MICROEMPRESA;GO;Aparecida de Goiânia;rbgalli@gmail.com
CARLITO'S RESTAURANTE DE FONDUE;08.320.057/0001-80;MICROEMPRESA;RS;Gramado;contato@restaurantecarlitos.com.br
HABIBS;08.328.693/0001-58;EMPRESA DE PEQUENO PORTE;GO;Goiânia;rbgalli@gmail.com
SANTO BAR;08.331.099/0001-16;EMPRESA DE PEQUENO PORTE;PR;Maringá;FINANCEIRO@SANTOBARMARINGA.COM.BR
Pizzaria Varanda;08.334.600/0002-89;MICROEMPRESA;MG;Brazópolis;cicipelegrino@yahoo.com.br
MASTER LANCHES;08.335.021/0001-70;DEMAIS;AL;Palmeira dos Índios;taty_martins1991@hotmail.com
HOTEL E PARADA CRICABOM;08.352.821/0001-07;MICROEMPRESA;PA;Dom Eliseu;EXATACONTT@GMAIL.COM
BOTECO DO SORRISO;08.354.478/0001-21;MICROEMPRESA;PA;Santarém;serconbastos@hotmail.com
SUBWAY CUIABA;08.357.046/0001-74;EMPRESA DE PEQUENO PORTE;MT;Cuiabá;felipe@subwaycba.com
JAIME DO PASTEL;08.365.739/0001-09;MICROEMPRESA;BA;Feira de Santana;WOLDYFREITAS@GMAIL.COM
RESTAURANTE, LANCHONETE E CHOCOLATARIA VICTORIA;08.370.437/0001-29;MICROEMPRESA;TO;Palmas;restaurante.victoria@terra.com.br
Barra Bonita Camping;08.376.388/0001-31;MICROEMPRESA;SP;Barra Bonita;BELINEF@NETSITE.COM.BR
HOTEL LUAR DE ITAPOAN;08.399.356/0001-51;MICROEMPRESA;BA;Salvador;adm.finan@luardeitapua.com.br
HOTEL, RESTAURANTE E CACHACARIA SABOR DE MINAS;08.399.585/0001-76;EMPRESA DE PEQUENO PORTE;MG;Salinas;hotelerestaurantesm@hotmail.com
BUTEKO DA LAGOA;08.412.129/0001-19;MICROEMPRESA;MA;São Luís;adriano@butekochoperia.com.br
CHRIS LANCHES LTDA;08.415.835/0001-14;MICROEMPRESA;MG;Belo Horizonte;subway-cidade@hotmail.com
RESTAURANTE DO LEO;08.420.376/0001-67;MICROEMPRESA;SP;Tambaú;uag@netsite.com.br
SANDUBÃO LANCHES;08.428.000/0001-07;MICROEMPRESA;GO;Caiapônia;BENHURVIEIRA@HOTMAIL.COM
BIRIMBAU PARK;08.429.471/0001-21;MICROEMPRESA;BA;Santa Cruz Cabrália;evancontabilidade.fiscal@hotmail.com
CANTINHO DO SABOR NATURA;08.432.309/0001-62;MICROEMPRESA;RS;Capão Bonito do Sul;marirauta@hotmail.com
CANNELLE;08.433.548/0001-37;EMPRESA DE PEQUENO PORTE;PB;João Pessoa;cannellerc@gmail.com
SABOR A QUILO;08.437.005/0001-98;MICROEMPRESA;MG;Belo Horizonte;renato.jonas@yahoo.com.br
PETISCARIA E CHOPERIA TERRACO;08.471.266/0001-24;MICROEMPRESA;SP;Socorro;muncontabil@uol.com.br
KAJUBI EXPRESS;08.486.131/0001-32;MICROEMPRESA;SP;Indiaporã;postokajubi@hotmail.com.br
ASA GAÚCHA;08.488.305/0001-04;EMPRESA DE PEQUENO PORTE;DF;Brasília;asagaucharestaurante@gmail.com
PESQUE PAGUE TAGUATINGA;08.489.027/0001-00;EMPRESA DE PEQUENO PORTE;DF;Aribice;PESQUEPAGUETAGUA@HOTMAIL.COM
BOM PAO;08.489.761/0001-60;EMPRESA DE PEQUENO PORTE;PA;Santarém;pbompao.stm@gmail.com
HOTEL ANIZIO;08.505.026/0001-01;MICROEMPRESA;RN;Pau dos Ferros;hotelanezio@bol.com.br
FAMILIA GIROLA;08.509.924/0001-20;MICROEMPRESA;SC;Nova Trento;loja@vinhosgirola.com.br
FAVORITO GRILL CONTEMPORANEO;08.518.735/0001-13;MICROEMPRESA;PI;Teresina;kellyxcristina@bol.com.br
Delicia.com;08.531.660/0001-00;MICROEMPRESA;CE;Sobral;paulo.deliciapontocom@gmail.com
BFJ HOTEL;08.534.196/0001-06;MICROEMPRESA;PR;Curitiba;reservas@bfjhotel.com.br
POUSADA VIDA VERDE;08.541.921/0001-73;MICROEMPRESA;MG;Gonçalves;reservas@pousadavidaverde.com.br
PICANHA DO BASTOS;08.558.538/0001-28;EMPRESA DE PEQUENO PORTE;PB;João Pessoa;age3502@bb.com.br
MMARIAS RESTAURANTES;08.570.913/0001-55;MICROEMPRESA;RN;Macau;mmariasrestaurantes@hotmail.com
POUSADA VENTO FORTE;08.574.404/0001-09;MICROEMPRESA;BA;Salinas da Margarida;pousada.ventoforte@hotmail.com
RESTAURANTE DO EDMILSON;08.581.364/0001-14;MICROEMPRESA;PB;Mamanguape;turismomme@gmail.com
MIRANTE DA SERRA;08.584.598/0001-15;MICROEMPRESA;RS;Veranópolis;juliano@restaurantegiratorio.com.br
JACAREÍ PASTÉIS;08.593.579/0001-55;MICROEMPRESA;GO;Goiânia;JACAREIPASTEIS@ABRASEL.COM.BR
DEGUTTI;08.600.426/0001-98;MICROEMPRESA;PE;Tamandaré;deguttitamandare@gmail.com
PANIFICADORA TALENTO;08.601.068/0001-38;MICROEMPRESA;MG;Alterosa;LUCRICON@HOTMAIL.COM
PANIFICADORA E CONFEITARIA PAO & ARTE;08.602.589/0001-00;MICROEMPRESA;PA;Itaituba;brunazulay@gmail.com
GALETO SAT'S BOTAFOGO;08.608.550/0001-08;EMPRESA DE PEQUENO PORTE;RJ;Rio de Janeiro;galetosatsbotafogo@gmail.com
DODOKA LANCHES & CRURRASCARIA;08.608.867/0001-36;MICROEMPRESA;RN;Equador;diogenesaraujosantos@gmail.com
RESTAURANTE SOXICO;08.609.098/0001-90;MICROEMPRESA;MG;Cláudio;restaurantesoxico@gmail.com
RESTAURANTE VO JOAO;08.610.280/0001-61;MICROEMPRESA;PR;São José dos Pinhais;restaurantevojoao@yahoo.com.br
PANIFICAÇÃO PROGRESSO;08.611.196/0001-62;MICROEMPRESA;AL;Murici;panificacaoprogresso@hotmail.com
COSTELÃO GAUCHO;08.629.949/0001-67;MICROEMPRESA;GO;Goiânia;fernando@congelcontabilidade.com.br
MILK SHAKE ZERO GRAU;08.630.365/0001-01;MICROEMPRESA;SP;Tambaú;perao@netsite.com.br
CONTI LANCHES;08.632.140/0001-94;MICROEMPRESA;GO;Goiânia;ruijrsilva@brturbo.com.br
SORVETERIA DANJU;08.669.730/0001-91;MICROEMPRESA;SP;Hortolândia;sorvetes.danju@uol.com.br
Cabaña Del Primo;08.672.299/0001-32;MICROEMPRESA;CE;Fortaleza;sabine@geppos.com.br
PANIFICADORA PINGO DE MEL;08.678.999/0001-34;MICROEMPRESA;GO;Caiapônia;secretriaturismocaiaponia@hotmail.com
Restaurante O Bicão;08.681.669/0001-06;MICROEMPRESA;SP;Santa Rita do Passa Quatro;contimperial@netsite.com.br
Cantina do Delio;08.684.665/0001-73;MICROEMPRESA;PR;Curitiba;gerencia@cantinadodelio.com.br
RESTAURANTE BEPA S TROPICAL;08.686.272/0001-07;MICROEMPRESA;SP;Ribeirão Pires;csbc@uol.com.br
MARINA TOUR;08.689.629/0001-00;MICROEMPRESA;DF;Brasília;arolita@gmail.com
PRESTO HOTEL RESTAURANTE;08.690.102/0001-98;MICROEMPRESA;SC;Blumenau;leandro@prestohotel.com.br
CHURRASCARIA E RESTAURANTE O TERRACO;08.691.168/0001-00;MICROEMPRESA;BA;Monte Santo;okcontabil@hotmail.com
RESTAURANTE FAMILIAR;08.699.276/0001-11;MICROEMPRESA;ES;Mantenópolis;escosan@terra.com.br
GALETERIA DIDIO E MARIA;08.702.861/0001-23;MICROEMPRESA;SC;Lages;andreiadliz@gmail.com
CHURRASCARIA DO GAUCHO;08.710.781/0001-10;MICROEMPRESA;PR;Foz do Iguaçu;marketing@churrascariadogaucho.com.br
CHURRASCARIA DO GAUCHO;08.710.781/0002-09;MICROEMPRESA;PR;Foz do Iguaçu;marketing@churrascariadogaucho.com.br
LANCHONETE E RESTAURANTE QUERO MAIS;08.727.192/0001-44;MICROEMPRESA;AL;Junqueiro;queromais.2004@hotmail.com
KITUT´S DA LEIDE;08.733.367/0001-26;MICROEMPRESA;AM;Rio Preto da Eva;kitutsdaleide@hotmail.com
COMERCIAL E DISTRIBUIDORA / PONTO DO CHURRASCO;08.733.476/0001-43;MICROEMPRESA;AM;São Gabriel da Cachoeira;deoliveiralenira93@gmail.com
PIZZARIA E CAFE AUSTRIA;08.742.247/0001-95;MICROEMPRESA;GO;Goiânia;sergio_alves100@hotmail.com
ARMAZEM DO PAO;08.753.200/0001-27;MICROEMPRESA;MG;São João Nepomuceno;mmpanificacao@yahoo.com.br
DICKMANN E MENEGAZZO LANCHONETE LTDA;08.755.441/0001-05;MICROEMPRESA;MG;Itajubá;porteira.gaucha@gmail.com
ARMAZEM BRAZUKA;08.758.876/0001-03;MICROEMPRESA;PR;Francisco Beltrão;contatobrazuka@armazembrazuka.com.br
PEIXARIA RAYANA;08.783.039/0001-34;MICROEMPRESA;PA;Santarém;mmcontabilidadestm@gmail.com.br
Recanto das Águas;08.786.641/0001-25;EMPRESA DE PEQUENO PORTE;MG;Uberlândia;recantodasaguas@recantodasaguas.tur.br
VEG & TAL COMERCIO DE ALIMENTOS;08.797.825/0001-90;MICROEMPRESA;RS; - ;vegtal@uol.com.br
LANCHONETE KM 25;08.799.166/0001-21;MICROEMPRESA;GO;Niquelândia;sc-contabil@hotmail.com
RESTAURANTE AMARELINHO;08.802.057/0001-16;MICROEMPRESA;RJ;Paraty;familia-amarelinho@hotmail.com
FOGUINHO RESTAURANTE GRILL;08.803.039/0001-59;MICROEMPRESA;RS;Parobé;contato.foguinhogrill@gmail.com
PONTO PEREIRA RESTAURANTE;08.805.802/0001-80;MICROEMPRESA;GO;Goiânia;unica@unicacontabilgyn.com.br
PIZZARIA DO VIGARIO;08.816.342/0001-96;MICROEMPRESA;SP;Socorro;vit_gol@hotmail.com
CONTAINER ESPETO BAR;08.831.580/0001-70;MICROEMPRESA;BA;Salvador;JOELFERNANDESJR@GMAIL.COM
RANCHO DO MILHO;08.835.954/0001-26;MICROEMPRESA;SP;Paraibuna;tac@vivax.com.br
PIZZARIA SABOR D'ITALIA;08.847.730/0001-34;MICROEMPRESA;CE; - ;aline.pinheiro@caixa.gov.br
LA CREPERIA;08.856.690/0001-97;MICROEMPRESA;DF;Brasília;grupolacreperie@gmail.com
RESTAURANTE RECANTO;08.875.632/0001-00;MICROEMPRESA;MG;Delfim Moreira;SSCONTABILIDADE2003@YAHOO.COM.BR
RESTAURANTE TEMPERO DA BONECA;08.880.421/0001-66;MICROEMPRESA;PB;Belém;cydaviana@gmail.com
BENDITO SANTO BOTEQUIM;08.884.283/0001-93;MICROEMPRESA;SP;Bauru;atendimento@alexandrecontabilidade.com.br
VILLAGGIO VENETO CENTRO DE LAZER;08.885.061/0001-95;MICROEMPRESA;SP;Pedrinhas Paulista;maromano@hotmail.com
AUTO POSTO NOSSA SENHORA DE FATIMA;08.886.737/0001-65;DEMAIS;AL;Poço das Trincheiras;posto_santoantonio@hotmail.com
TURBINADO LANCHES;08.886.976/0001-15;MICROEMPRESA;SP;Hortolândia;eliel@frielsi.com.br
AUXERRE FLATS E HOTEL;08.895.384/0006-74;EMPRESA DE PEQUENO PORTE;SP;São José do Rio Pardo;reservas@auxerre.com.br
RESTAURANTE SOMARIVA;08.911.310/0001-70;MICROEMPRESA;SC;Lindóia do Sul;straussim13@gmail.com
Sorveteria Santa Rita de Cássia;08.911.377/0001-04;MICROEMPRESA;SP;Santana de Parnaíba;contabilsantaana@terra.com.br
SKY'S BURGUER;08.913.957/0001-30;MICROEMPRESA;DF;Brasília;skys@skys.com.br
POUSADA BEIRA RIO;08.929.802/0001-92;MICROEMPRESA;MS;Miranda;toninhopastora@hotmail.com
POUSADA BEIRA RIO II;08.929.802/0002-73;MICROEMPRESA;MS;Aquidauana;toninhopastora@hotmail.com
CAMPING RIO BELO;08.932.799/0001-66;MICROEMPRESA;RS;Caxias do Sul;CONTATO@RIOBELLO.COM.BR
BAR E RESTAURANTE ACL;08.933.398/0001-20;MICROEMPRESA;CE;Caucaia;vianascontabilidade1234@gmail.com
BOX 19;08.935.687/0001-69;EMPRESA DE PEQUENO PORTE;ES;Vitória;lrbbarros@uol.com.br
SABOR E CIA;08.945.272/0001-76;MICROEMPRESA;SP;Caieiras;saboreciacafe@hotmail.com
EMUVI;08.946.224/0001-00;MICROEMPRESA;SC;Videira;direcao@emuvi.com.br
MIX LANCHES;08.948.578/0001-86;MICROEMPRESA;RS;Nova Prata;destri.ld@gmail.com
PADARIA 1000 PAES;08.949.636/0001-96;MICROEMPRESA;ES;Serra;GENILSON_BIKE@HOTMAIL.COM
HOTEL SPA PARAISO;08.952.305/0001-05;MICROEMPRESA;AC;Cruzeiro do Sul;hotelspaparaiso@hotmail.com
RESTAURANTE BOTO COR DE ROSA;08.962.408/0001-56;MICROEMPRESA;AM;Novo Airão;danleiteivo@gmail.com
COLOMBU´S;08.970.222/0001-49;MICROEMPRESA;GO;Goiânia;colombus@hotmail.com
HOTEL E CHURRASCARIA GAÚCHA;08.989.088/0001-28;MICROEMPRESA;PE;Lagoa Grande;evanirdalcin@hotmail.com
LAN CLUB;08.989.778/0001-87;MICROEMPRESA;MG;Arceburgo;lanclubCafe@yahoo.com.br
TU & TI COMIDAS E BEBIDAS;09.000.363/0001-00;MICROEMPRESA;BA;Santo Estêvão;TELMAFIGUEIREDO@YAHOO.COM
OCIMAR JOAO RABECHI - EPP;09.002.209/0001-69;EMPRESA DE PEQUENO PORTE;SP;Itatiba;financeiro@apmorroazul.com.br
MANGUEZAL ECOTURISMO;09.006.247/0001-90;MICROEMPRESA;PE;Tamandaré;josi_miguel@hotmail.com
MINIMERCADO E CHURRASCARIA PAMPEANA;09.006.470/0001-37;MICROEMPRESA;RS;Alecrim;industria_comercio@alecrim.rs.gov.br
TUCUNARE NA TELHA;09.012.023/0001-90;MICROEMPRESA;MT;Barra do Garças;lemuelsoares@gmail.com
ZULU BAR;09.015.765/0001-70;MICROEMPRESA;CE;Icaraí;edouard@casazulu.com
RESTAURANTE VITÓRIA;09.019.347/0001-50;MICROEMPRESA;AC;Tarauacá;denisefigueiredo55@hotmail.com
RESTAURANTE MORANGUINHO;09.026.855/0001-66;MICROEMPRESA;RS;Bagé;kauemonteiro17@gmail.com
CHURRASCARIA, RESTAURANTE E PIZZARIA QUERENCIA;09.028.987/0001-27;MICROEMPRESA;GO;Mineiros;iva_uecker@yahoo.com.br
RESTAURANTE E LANCHONETE ARIATI;09.031.776/0001-43;MICROEMPRESA;SC;Treviso;pousada.santoantonio@uol.com.br
Arena Music Bar;09.043.919/0001-37;MICROEMPRESA;MG;Itaúna;retentoresitauna@yahoo.com.br
ACAPI - TURISMO RURAL;09.051.402/0001-90;MICROEMPRESA;SC;Presidente Castello Branco;acapi.sartori@gmail.com
Recanto Teodorinho;09.052.940/0001-07;MICROEMPRESA;PR;Prudentópolis;luanlupepsa@gmail.com
FREDERICA'S KOFFIE HUIS;09.057.162/0001-30;MICROEMPRESA;PR;Carambeí;paulo@tiagocontabilidade.com.br
VILLA DO PAO;09.060.845/0001-47;MICROEMPRESA;RS;Vila Flores;villadopaodevilaflores@gmail.com
*;09.062.469/0001-20;MICROEMPRESA;SP;São José do Rio Preto;adm@bellacapri.com.br
HOTEL ABSOLAR;09.071.873/0001-60;MICROEMPRESA;BA;Alagoinhas;gerencia@hotelabsolar.com.br
Adega e restaurante Quinta do Olivardo;09.074.343/0001-75;DEMAIS;SP;São Roque;adega.quintadoolivardo@yahoo.com.br
MAURO JR - RESTAURANTE;09.078.763/0001-20;MICROEMPRESA;MG;Bocaina de Minas;DINIZ.CONTABILIDADE@BOL.COM.BR
EMPORIO VIVA;09.080.345/0001-77;MICROEMPRESA;SP;São Paulo;ALBUQUERQUE.JAIME@GMAIL.COM
FEIJÃO MARAVILHA;09.081.361/0001-84;MICROEMPRESA;PB;Cabedelo;lincolnpontes@hotmail.com
CHOPP TIME;09.082.949/0001-52;MICROEMPRESA;PB;João Pessoa;financeiro@chopptimejp.com.br
DEDO DE MOCA;09.087.352/0001-09;MICROEMPRESA;SP;Ilhabela;DEDODEMOCAILHABELA@GMAIL.COM
POUSADA PARAISO;09.091.784/0001-85;MICROEMPRESA;MG;Delfinópolis;faleconosco@pousadacachoeiraparaiso.com
Faminto's Burger;09.093.514/0001-03;MICROEMPRESA;SP;Hortolândia;TAVARESDESOUZAADRIANO@GMAIL.COM
SABORES DO MUNDO;09.094.958/0001-63;MICROEMPRESA;MG;Nova Lima;PROCESSOS@RACONTABIL.COM.BR
RESTAURANTE TUCANOS GRILL;09.097.935/0001-02;MICROEMPRESA;DF;Brasília;alvesbranco88@gmail.com
PARADISE CHOPERIA;09.104.517/0001-03;MICROEMPRESA;MG;Monte Santo de Minas;lucaspops@gmail.com
TULIP INN SETE LAGOAS;09.109.567/0031-90;DEMAIS;MG;Sete Lagoas;maira.machado@goldentulip.com.br
RESTAURANTE ALECRIN;09.111.126/0001-08;MICROEMPRESA;SP;Votuporanga;cleidesfestas@gmail.com
CANTINA BAIANA;09.115.081/0001-40;MICROEMPRESA;MG;Andradas;CASSIOTURATTI@ANDRADAS-NET.COM.BR
Pousada Pontal da Ferradura;09.122.137/0001-93;EMPRESA DE PEQUENO PORTE;RJ;Armação dos Búzios;assistente.adm@bzbuzios.com.br
RESTAURANTE CANTINA DO GAUCHO;09.125.764/0001-88;MICROEMPRESA;MT;Rosário Oeste;hotelcantinadogauchomt@hotmail.com
PANIFICADORA E CONFEITARIA SCHELLER;09.125.843/0001-99;MICROEMPRESA;SC;Agrolândia;marcos@agrolandia.sc.gov.br
MORORÓ BAR E RESTAURANTE;09.127.892/0001-60;MICROEMPRESA;PB;Campina Grande;barerestaurantemororo@gmail.com
MAR ABERTO, O BAR.;09.128.502/0001-77;MICROEMPRESA;BA;Ilhéus;bar.maraberto@hotmail.com
CABANA NACIB;09.134.493/0001-27;MICROEMPRESA;BA;Ilhéus;vontroba@bol.com.br
RESTAURANTE E POUSADA POR DO SOL;09.139.198/0001-63;MICROEMPRESA;BA;Barra do Mendes;yago.cartorio@gmail.com
CANTINA MARANATA;09.139.859/0001-50;MICROEMPRESA;GO;Goiânia;HLCONTABILIDADE@ESTADAO.COM.BR
cebicheria peruana;09.153.590/0001-67;DEMAIS;SP;São Paulo;ALEXANDRE@CEBICHERIAperuana.COM.BR
NATIVO;09.154.955/0001-78;MICROEMPRESA;TO;Taguatinga;nativonamir@gmail.com
DETROIT STEAKHOUSE;09.157.630/0001-49;MICROEMPRESA;RJ;Campos dos Goytacazes;DETROITCAMPOS@GMAIL.COM
MONTES URUBICI RESTAURANTE;09.160.166/0001-40;MICROEMPRESA;SC;Urubici;contato@montesrestaurante.com.br
Sobrado Restaurante;09.164.262/0001-66;MICROEMPRESA;RS;Guaporé;sobradorestaurante@yahoo.com.br
MR TUGAS CERVEJARIA;09.164.695/0001-11;MICROEMPRESA;MG;Juiz de Fora;CONSTITUICAO@ADDCON.COM.BR
RESTAURANTE SABOREAR;09.167.882/0001-59;EMPRESA DE PEQUENO PORTE;ES;Guarapari;saborear.meaipe@gmail.com
RESTAURANTE DO CARLINHOS;09.168.788/0001-14;MICROEMPRESA;PR;Altamira do Paraná;restaurante.pierdona@hotmail.com
RESTAURANTE CAICARA;09.169.220/0001-18;MICROEMPRESA;RJ;Paraty;manuerangel@hotmail.com
RESTAURANTE CHOUPANA DO LAGO;09.169.702/0001-78;MICROEMPRESA;TO;Palmas;rafaelholzbach@gmail.com
kanoa da ilha food service eireli me;09.178.091/0001-24;MICROEMPRESA;SP;Ilhabela;kanoadomar@yahoo.com.br
BANZEIRO COZINHA REGIONAL;09.186.089/0001-05;EMPRESA DE PEQUENO PORTE;AM;Manaus;contato@RESTAURANTEBANZEIRO.COM.BR
CANTINHO DE GOIAS;09.191.005/0001-13;MICROEMPRESA;GO;Caldas Novas;cantinhodegoias@hotmail.com
RESTAURANTE SANTA IZABEL;09.191.739/0001-00;MICROEMPRESA;SP;Arealva;alvoradaarealva@uol.com.br
LA CAJA TREINAMENTOS E EVENTOS;09.191.938/0001-00;MICROEMPRESA;MG;Cambuí;lacajaeventos@gmail.com
PEDRA CHATA;09.192.668/0001-52;MICROEMPRESA;PR;Campo Magro;pedrachata@yahoo.com.br
BAR E RESTAURANTE SINDYKELLY;09.193.714/0001-38;EMPRESA DE PEQUENO PORTE;BA;Salinas da Margarida;ginharosas@hotmail.com
CHURRASCARIA LABAREDA;09.198.872/0001-80;MICROEMPRESA;MG;Janaúba;CONTABILIDADEECLETICA@UOL.COM.BR
SALAD CREATIONS;09.199.163/0001-10;MICROEMPRESA;DF;Brasília;parkshopping@redeboali.com.br
HOTEL E RESTAURANTE PERNAMBUCO;09.200.104/0001-14;MICROEMPRESA;ES;Brejetuba;ssamgomes@hotmail.com
BAR E RESTAURANTE MANGUEIRA;09.205.240/0001-05;MICROEMPRESA;AC;Cruzeiro do Sul;fvdemelo1@hotmail.com
GENDAI E CHINA IN BOX;09.215.267/0001-70;MICROEMPRESA;RJ;Niterói;pira.cibgendai@gmail.com
Marcela's Café e Bistrô;09.219.317/0001-98;MICROEMPRESA;RS;São Francisco de Paula;nery.andreia@gmail.com
O PEIXARAO;09.219.349/0001-93;EMPRESA DE PEQUENO PORTE;AL; - ;maceio@opeixarao.com.br
MAHAL;09.219.621/0001-35;MICROEMPRESA;SP;Tambaú;uag@netsite.com.br
BAR DO MEIO;09.223.642/0001-24;MICROEMPRESA;PB;Gurinhém;marq_pinheiro@hotmail.com
MANAÇAI;09.227.128/0001-67;MICROEMPRESA;PB;João Pessoa;manacai10@hotmail.com
CHIC-BOM;09.230.490/0001-97;MICROEMPRESA;SP;Tambaú;marciorosa@netsite.com.br
RIBEIRO CHURRASCARIA E RESTAURANTE;09.235.301/0001-79;MICROEMPRESA;BA;Itagibá;ivanitagiba70santos@outlook.com
REI DO ACAI CASA DE SUCOS;09.242.659/0001-29;MICROEMPRESA;SP;Socorro;contato@crisviland.com.br
POUSADA ESPAÇO LITORAL;09.242.781/0001-03;MICROEMPRESA;BA;Esplanada;dj.nete@hotmail.com
DOCEIRA BLU'NELLE;09.244.567/0002-69;EMPRESA DE PEQUENO PORTE;PB;João Pessoa;contato@blunelle.com
Restaurante e Pizzaria Chapéu de Palha;09.246.834/0001-56;MICROEMPRESA;PE;Gravatá;stillus.buffet@hotmail.com
QUIOSQUE DO BIRA;09.249.180/0001-14;MICROEMPRESA;BA;Camamu;rosalvoasneto@uol.com.br
RESTAURANTE CHINA TAIWAN;09.249.182/0001-03;EMPRESA DE PEQUENO PORTE;PB;João Pessoa;restaurantechinataiwan@hotmail.com
RESTAURANTE TIO HUGO;09.250.186/0001-01;MICROEMPRESA;RS;Tio Hugo;rest.tiohugo@hotmail.com
HOTEL TRANSCONTINENTAL;09.251.245/0001-66;EMPRESA DE PEQUENO PORTE;RO;Ji-Paraná;info@hoteltranscontinental.com.br
RESTAURANTE HABEAS COPOS;09.251.937/0001-04;MICROEMPRESA;SP;Bananal;contato@restaurantehabeascopus.com.br
BOM TEMPERO;09.255.251/0001-91;MICROEMPRESA;RS;Santa Clara do Sul;restaurantebomtempero1@gmail.com
PIER SUSHI;09.256.928/0002-97;MICROEMPRESA;BA;Ilhéus;zitoflores@gmail.com
RESTAURANTE SABOR E QUALIDADE;09.259.640/0001-95;MICROEMPRESA;MG;Francisco Sá;salvesnunes@hotmail.com
HOTEL POUSADA VIVENDAS DO SOL E MAR;09.268.438/0001-20;MICROEMPRESA;SP;Caraguatatuba;RESERVAS@VIVENDADOMAR.COM.BR
RESTAURANTE E POUSADA LORANA;09.269.790/0001-80;MICROEMPRESA;BA;Barra da Estiva;leilla75@hotmail.com
CHIQUINHO SORVETES;09.275.999/0001-56;EMPRESA DE PEQUENO PORTE;MS;Campo Grande;registro.viacontabil@gmail.com
PIZZARIA E SORVETERIA PIC NIC;09.276.532/0001-20;MICROEMPRESA;MG;Brasília de Minas;ferreira.sergio37@gmail.com
BARRAKAS DO SÃO FRANCISCO;09.276.834/0001-07;MICROEMPRESA;AL;Piranhas;pousadaerestaurantebarrancas@gmail.com
PICUÍ GOURMET;09.277.790/0001-21;EMPRESA DE PEQUENO PORTE;AL;Maceió;WANDERSONPICUI@HOTMAIL.COM
POUSADA E RESTAURANTE ATLANTIS;09.283.184/0001-19;MICROEMPRESA;CE;Jijoca de Jericoacoara;pousadaatlantis@gmail.com
BAR DUAS IRMAS;09.284.590/0001-04;MICROEMPRESA;PR;Rio Azul;rioazul.maria@yahoo.com
POUSADA E RESTAURANTE PARAISO AZUL;09.284.719/0001-76;MICROEMPRESA;ES;Anchieta;deliofontoura@hotmail.com
LAYNKAZA RESTAURANTE;09.287.159/0001-03;MICROEMPRESA;AC;Cruzeiro do Sul;mirandajames389@gmail.com
Mil Sabores ;09.290.287/0001-06;MICROEMPRESA;PA;Conceição do Araguaia;carmem@milsaboresalimentos.com.br
KIOSQUE DA PRACA;09.290.700/0002-13;MICROEMPRESA;RS;Muçum;negamarchetti@hotmail.com
D & G;09.290.922/0001-55;MICROEMPRESA;SP;Guaiçara;mendes.claudemir@ig.com.br
ROSSOPOMODORO PIZZERIA DA FRANCESCO;09.296.986/0001-63;MICROEMPRESA;RN;Natal;FRANCESCOLUCA62@HOTMAIL.COM
MARMITARIA DA HORA;09.297.776/0001-90;MICROEMPRESA;MT;Barra do Bugres;esquema@juina-fox.com.br
CHAPA GRILL RESTAURANTE E PIZZARIA;09.298.074/0001-20;MICROEMPRESA;GO;Chapadão do Céu;chapagrill@hotmail.com
CANYON DE COQUEIRINHO;09.304.268/0001-91;MICROEMPRESA;PB;Conde;CANYONPB@IG.COM.BR
SAMPA HOSTEL;09.305.127/0001-93;DEMAIS;SP;São Paulo;contato@sampahostel.com.br
CASA DA PIZZA;09.316.525/0001-05;MICROEMPRESA;GO;Niquelândia;mega.contabil33@gmail.com
SANTA PIZZA GOURMET;09.318.180/0001-29;MICROEMPRESA;SE;Aracaju;unidados@ig.com.br
LANCHONETE ELOHIM;09.337.743/0001-26;MICROEMPRESA;MG;Montes Claros;elohimartigosmilitares@yahoo.com.br
KOISKI DO MARCIO;09.344.644/0001-71;MICROEMPRESA;PR;Cruzeiro do Iguaçu;attozetto@gmail.com
RESTAURANTE E CHURRASCARIA BRASA VIVA;09.349.871/0001-90;MICROEMPRESA;RS;Vacaria;pousadabrasaviva@gmail.com
CAFE PREMIUM CONVENIENCIA & PADARIA;09.353.728/0002-52;EMPRESA DE PEQUENO PORTE;SP;Paulo de Faria;ORIENTEONLINE@ORIENTEONLINE.COM.BR
ESTAÇÃO PASTEL;09.368.687/0001-97;MICROEMPRESA;SC;Joaçaba;estacaopastel@hotmail.com
TAPIOQUINHA DA AMAZONIA;09.371.913/0001-99;MICROEMPRESA;PA;Belém;elianasfurtado@hotmail.com
