Nome Fantasia;CNPJ;Porte;UF;Localidade;Email Comercial
POUSADA MAR E MARÉS;04.425.865/0001-50;MICROEMPRESA;RJ;Rio das Ostras;gerencia@maremares.com.br
SAINT TROPEZ PRAIA HOTEL;04.425.983/0001-69;EMPRESA DE PEQUENO PORTE;BA;Arraial D'Ajuda;GERENCIAFINANCEIRA@SAINT-TROPEZ.COM
ANILCE´S HOTEL;04.426.078/0001-23;MICROEMPRESA;AM;Tefé;anildes@eganet.com.br
HOTEL DENVER;04.426.314/0001-01;MICROEMPRESA;SP;São Paulo;PESSOAL@MONTINICONSULTORIA.COM.BR
HOTEL DEL MAR;04.428.812/0001-93;MICROEMPRESA;SP;São Paulo;PESSOAL@MONTINICONSULTORIA.COM.BR
OSCAR INN HOTEL ECO RESORT;04.429.167/0001-23;EMPRESA DE PEQUENO PORTE;SP;Águas de Lindóia;gerencia@oscarinn.com.br
POUSADA CAMPESTRE CURUPY;04.429.764/0001-58;MICROEMPRESA;MT;Sinop;p.curupy@hotmail.com
HOTEL EMILIANO;04.433.548/0001-86;DEMAIS;SP;São Paulo;controller@emiliano.com.br
POUSADA SINHÁ OLÍMPIA;04.435.257/0001-27;MICROEMPRESA;MG;Ouro Preto;POUSADA@SINHAOLIMPIA.COM.BR
Hotel Serra da Estrela;04.438.454/0001-08;EMPRESA DE PEQUENO PORTE;SP;Campos do Jordão;atendimento@hotelserradaestrela.com.br
POUSADA ÁGUA MARINHA;04.438.689/0001-91;MICROEMPRESA;RJ;Cabo Frio;P.AGUAMARINHA@UOL.COM.BR
POUSADA DA PEDRA;04.439.083/0001-70;MICROEMPRESA;AL;Delmiro Gouveia;POUSADADAPEDRA2001@GMAIL.COM
HOTEL FÓRMULA FLAT;04.443.021/0001-32;DEMAIS;PI;Teresina;europainvestimentos@hotmail.com
GRAN HOTEL ARREY;04.443.021/0002-13;DEMAIS;PI;Teresina;granhotelarrey@grupoarrey.com.br
HOTEL, CHURRASCARIA & LOCADORA ESMERALDA;04.449.122/0001-10;EMPRESA DE PEQUENO PORTE;BA;Jacobina;hotelesmeralda@bol.com.br
20 PARK HOTEL;04.454.171/0001-41;MICROEMPRESA;SP;Bragança Paulista;20parkhotel@20parkhotel.com.br
HOTEL ROVER;04.455.836/0001-31;MICROEMPRESA;RO;Vilhena;hotel-rover@hotmail.com
POUSADA VILA NINA;04.456.938/0001-71;MICROEMPRESA;SP;Ilhabela;pousadavillanina@gmail.com
POUSADA ECOLÓGICA PEDRA TORTA;04.458.874/0001-48;EMPRESA DE PEQUENO PORTE;BA;Itacaré;paulo@pousadadapedratorta.com.br
HOTEL BEIRA RIO;04.463.254/0002-88;MICROEMPRESA;MS;Aquidauana;contato@beirariopantanal.com.br
POUSADA SOL AMARELO;04.463.254/0003-69;MICROEMPRESA;MS;Dois Irmãos do Buriti;reservasolamarelo@gmail.com
HOTELARIA BRASIL LTDA;04.463.276/0003-29;DEMAIS;SP;Jaguariúna;mkaluf@hotelariabrasil.com.br
HOTELARIA BRASIL LTDA.;04.463.276/0006-71;DEMAIS;SP;Campinas;matizbaraogeraldo@hotelariabrasil.com.br
HOTELARIA BRASIL LTDA;04.463.276/0008-33;DEMAIS;SP;Guarulhos;mlacerda@hotelariabrasil.com.br
HOTELARIA BRASIL LTDA;04.463.276/0009-14;DEMAIS;SP;São Paulo;mlacerda@hotelariabrasil.com.br
BEST WESTERN MULTI SUITES;04.463.276/0018-05;DEMAIS;RJ;Duque de Caxias;yara@hotelariabrasil.com.br
MATIZ OASIS CABO FRIO;04.463.276/0019-96;DEMAIS;RJ;Cabo Frio;bchagas@hotelariabrasil.com.br
BEST WESTERN PREMIER AMERICAS FASHION HOTEL BY LENNI NIEMEYER;04.463.276/0023-72;DEMAIS;RJ;Rio de Janeiro;juridico@blumeconsultoria.com.br
BEST WESTERN PLUS ICARAI DESIGN HOTEL;04.463.276/0024-53;DEMAIS;RJ;Niterói;yara@hotelariabrasil.com.br
I AM DESIGN HOTEL + RESIDENCE;04.463.276/0027-04;DEMAIS;SP;Campinas;yara@hotelariabrasil.com.br
POUSADA IL VILLAGGIO LTDA-ME;04.466.510/0001-00;MICROEMPRESA;SP;Santo Antônio do Pinhal;contato@vilagio.com.br
POUSADA ASA BRANCA;04.467.613/0001-94;MICROEMPRESA;PA;Soure;waldemir_augusto@hotmail.com
POUSADA TOQUE TOQUE;04.471.631/0001-40;MICROEMPRESA;SP;São Sebastião;pousada.toquetoque@terra.com.br
POUSADA MAYA;04.473.417/0001-22;MICROEMPRESA;GO;Alto Paraíso de Goiás;CONTABILIDADEATIVE@GMAIL.COM
POUSADA DOS ARCOS;04.474.414/0001-03;MICROEMPRESA;PB;Conde;POUSADADOSARCOS31@GMAIL.COM
********;04.480.329/0001-58;EMPRESA DE PEQUENO PORTE;RS;São Leopoldo;comercial1@kleinvillehoteis.com.br
KLEINVILLE HOTEIS GRAMADO;04.480.329/0002-39;EMPRESA DE PEQUENO PORTE;RS;Gramado;comercial@kleinvillehoteis.com.br
FILIAL 3;04.480.329/0003-10;EMPRESA DE PEQUENO PORTE;RS;Esteio;comercial1@kleinvillehoteis.com.br
HOTEL KLEINVILLE LTDA - EPP;04.480.329/0005-81;EMPRESA DE PEQUENO PORTE;RS;Dois Irmãos;comercial1@kleinvillehoteis.com.br
KLEINVILLE HOTEIS CANELA;04.480.329/0006-62;EMPRESA DE PEQUENO PORTE;RS;Canela;comercial@kleinvillehoteis.com.br
DHARMA FILMES;04.482.216/0001-91;MICROEMPRESA;GO;Alto Paraíso de Goiás;ANACRISTINA@DHARMAFILMES.COM.BR
TRANSCONTINENTAL HOTEL E TURISMO;04.483.186/0001-38;MICROEMPRESA;AM;Manaus;hotelcontinentalmao@gmail.com
SERRA BELA HOSPEDARIA RURAL;04.483.230/0001-00;MICROEMPRESA;SC;Urubici;CONTATO@SERRABELA.COM.BR
POUSADA PEDRA DA ILHA;04.487.003/0001-52;DEMAIS;SC;Penha;diego@pedradailha.com.br
RESIDENCIAL DO MINHO;04.490.890/0001-18;EMPRESA DE PEQUENO PORTE;PE;Ipojuca;annettelima@hotmail.com
POUSADA RIVIERA BOMBINHAS;04.490.905/0001-48;EMPRESA DE PEQUENO PORTE;SC;Bombinhas;reservas@pousadarivierabombinhas.com.br
POUSADA RIVIERA BOMBINHAS;04.490.905/0002-29;EMPRESA DE PEQUENO PORTE;SC;Bombinhas;societario@roderjan.com.br
MERCURE GOIANIA;04.494.841/0002-34;DEMAIS;GO;Goiânia;h7129-gm@accor.com.br
PENSIONATO LAS PALMAS;04.496.475/0001-71;MICROEMPRESA;PR;Curitiba;marcelobarzilai@gmail.com
Pousada Águia Branca;04.496.927/0001-15;MICROEMPRESA;RS;Gramado;guilhermeth@gmail.com
HOTEL MAIS;04.497.542/0001-72;EMPRESA DE PEQUENO PORTE;AP;Macapá;locadora@maismacapa.com.br
Hotel e restaurante perinotto ltda;04.507.458/0001-92;MICROEMPRESA;RS;Ibiraiaras;atendimento@hotelperinotto.com.br
parador hampel;04.508.988/0001-55;MICROEMPRESA;RS;São Francisco de Paula;gerencia@paradorhampel.com
ROYAL TOWERS;04.509.250/0002-93;DEMAIS;MG;Belo Horizonte;RESERVAS@ROYALSAVASSI.COM.BR
HOTEL PERSONAL;04.509.338/0001-24;EMPRESA DE PEQUENO PORTE;RJ;Macaé;gerenciageral@hotelpersonal.com.br
ASSIS BRASIL PALACE HOTEL;04.513.511/0001-68;MICROEMPRESA;AC;Assis Brasil;hospedariadobebe@hotmail.com
L'OPERA HOTEL;04.514.120/0001-68;EMPRESA DE PEQUENO PORTE;SP;São Paulo;loperahotel@loperahotel.com.br
Pousada Miniferico;04.514.456/0001-20;MICROEMPRESA;SP;Campos do Jordão;carmem_Silva@msn.com
HOTEL E RESTAURANTE KOMILÃO;04.516.178/0001-40;MICROEMPRESA;GO;Trindade;andresina@komilao.net
LORD HOTEL;04.520.612/0001-66;MICROEMPRESA;PI;Teresina;reservas@lordhotel.com.br
AQUAMARINA PRAIA HOTEL;04.521.602/0001-45;EMPRESA DE PEQUENO PORTE;RN;Natal;DIEGOSB@ATIVOCONSULTORIA.COM.BR
KR MATERIAIS DE CONSTRUCAO;04.522.241/0001-51;MICROEMPRESA;MG;Francisco Badaró;CONTABILIDADEADALTON@HOTMAIL.COM
PORTO PREGUIÇAS RESORT;04.524.239/0001-11;EMPRESA DE PEQUENO PORTE;MA;Barreirinhas;rsdoria@bol.com.br
pousada Aquarium;04.529.845/0001-20;MICROEMPRESA;RJ;Armação dos Búzios;paquariumbuzios@gmail.com
AUTO POSTO DENILSON;04.533.482/0001-04;DEMAIS;SC;Major Vieira;laudelir@hotmail.com
POUSADA NATALIA;04.533.525/0001-43;DEMAIS;MA;Cururupu;pousadanatalia01@hotmail.com
POUSADA RIO AZUL LODGE;04.533.768/0001-81;MICROEMPRESA;PA;Novo Progresso;contato@pousadarioazul.com.br
Pousada Serravalle;04.535.468/0001-31;MICROEMPRESA;RS;Gramado;juliana@pousadaserravalle.com.br
DINO HOTEL;04.535.603/0001-49;MICROEMPRESA;ES;Guarapari;dinohotel@dinohotel.com.br
HOTEL PORTO REAL;04.537.341/0001-51;MICROEMPRESA;RJ;Conceição de Jacareí;contaspagar@portorealresort.com.br
Chalés Four Seasons;04.538.010/0001-36;MICROEMPRESA;SP;Ubatuba;chalesfourseasons@gmail.com
POUSADA BRISA DA SERRA;04.540.303/0001-58;MICROEMPRESA;MG;Tiradentes;ritatiradentes@gmail.com
CAPOIA'S HOTEL;04.541.584/0001-63;MICROEMPRESA;SP;Auriflama;patricia_capoia@hotmail.com
HOTEL SANTA ESMERALDA;04.541.737/0001-72;MICROEMPRESA;MS;Bonito;hotel@hotelsantaesmeralda.com.br
POUSADA PONTA DO LESTE;04.542.695/0002-75;MICROEMPRESA;RJ;Angra dos Reis;reservas@pousadapontadoleste.com.br
HOTEL E RESTAURANTE MARTINEZ;04.542.991/0001-95;MICROEMPRESA;MG;Laranjal;milenaeneto2009@hotmail.com
HOTEL CAVERÁ;04.543.595/0001-82;EMPRESA DE PEQUENO PORTE;RS;Alegrete;admin@hotelcavera.com.br
POUSADA ILHA VITORIA LTDA - ME;04.543.967/0001-70;MICROEMPRESA;SP;Ubatuba;123marleneferreira@gmail.com
POUSADA ILHA VITORIA - ME;04.543.967/0003-32;MICROEMPRESA;SP;Ubatuba;carlinhossca@gmail.com
POUSADA QUINTA DO CONDE;04.544.793/0001-60;MICROEMPRESA;MG;Tiradentes;plimaro71@yahoo.com.br
POUSADA PAJUCARA;04.546.093/0001-05;MICROEMPRESA;SP;Ubatuba;delta-contabil@hotmail.com
HOTEL LAGO DA PALMA;04.546.376/0001-57;MICROEMPRESA;TO;Palmas;lagodapalma@terra.com.br
POUSADA SITIO CANAÃ;04.548.891/0001-76;MICROEMPRESA;ES;Santa Teresa;joferrari@sitiocanaa.com.br
POUSADA E LOCADORA XAMÃ;04.550.534/0001-42;MICROEMPRESA;RN;Tibau do Sul;contato@pousadaxama.com.br
POUSADA ACONCHEGO/RÉSIDENCES ILE DE FRANCE;04.553.139/0001-13;MICROEMPRESA;RJ;Itatiaia;CONTATO@ACONCHEGOSILEDEFRANCE.COM
H S P HOTEIS LTDA;04.553.685/0001-54;MICROEMPRESA;RS;Torres;recepcao@ficaretorres.com.br
Pousada Vila Fiorita;04.557.582/0001-62;MICROEMPRESA;RS;Canela;marcelodilkin@hotmail.com
PANORAMA HOTEL;04.558.409/0001-89;EMPRESA DE PEQUENO PORTE;PA;Belém;contato@panoramahotel-pa.com.br
HOTEL COXIPO;04.558.551/0001-26;MICROEMPRESA;MT;Cuiabá;hotelcoxipo@gmail.com
ESTANCIA BOI SENTADO;04.559.427/0001-85;MICROEMPRESA;SP;Santa Rita do Passa Quatro;boisentado@uol.com.br
LORD  MANAUS  HOTEL;04.561.148/0001-56;MICROEMPRESA;AM;Manaus;lordmanaus@lordmanaus.com.br
LIDER HOTEL;04.561.999/0001-07;EMPRESA DE PEQUENO PORTE;AM;Manaus;RESERVAS@LIDERHOTELMANAUS.COM.BR
Pousada Peixes do Mar;04.564.700/0001-60;MICROEMPRESA;SP;Ubatuba;pousada@peixesdomar.com.br
HOTEL GO INN-MANAUS;04.565.230/0007-44;DEMAIS;AM;Manaus;controller.gmao@atlanticahotels.com.br
VERDE GREEN HOTEL;04.566.342/0002-05;DEMAIS;PB;João Pessoa;controller@verdegreen.com.br
IU-Á HOTEL;04.566.342/0003-96;DEMAIS;CE;Juazeiro do Norte;gerencia@iuahotel.com.br
FRIMAS HOTEL;04.571.524/0001-93;EMPRESA DE PEQUENO PORTE;MG;Belo Horizonte;frimashotel@frimashotel.com.br
POUSADA AMANCAY;04.572.074/0001-53;MICROEMPRESA;RJ;Armação dos Búzios;administracao@pousadaamancay.com
PRAIA DAS ONDAS POUSADA;04.573.769/0001-50;MICROEMPRESA;BA;Camaçari;pousada@praiadasondas.com.br
POUSADA CAMINHO DO SOL;04.575.781/0001-01;MICROEMPRESA;RJ;Arraial do Cabo;RESERVAS@CAMINHODOSOL.COM.BR
HOTEIS ELO;04.576.569/0001-50;MICROEMPRESA;PR;Curitiba;inn@hoteiselo.com.br
HOTEL ELO;04.576.569/0002-31;MICROEMPRESA;PR;Curitiba;rh@hoteiselo.com.br
HOTEL COSTA DO ATLÂNTICO;04.579.114/0001-99;EMPRESA DE PEQUENO PORTE;RN;Natal;administrativo@costadoatlantico.com.br
HOTEL DANUBIO;04.584.866/0001-48;EMPRESA DE PEQUENO PORTE;PA;Belém;atendimento@hoteldanubio-pa.com.br
CABANAS PORTO BELO;04.589.299/0001-12;MICROEMPRESA;SC;Bombinhas;reservas@cabanasportobelo.com.br
POUSADA DRAGÃO DO MAR;04.590.183/0001-01;MICROEMPRESA;CE;Fortaleza;pousadadragaodomar@uol.com.br
HOTEL SONATA DE IRACEMA;04.595.481/0001-86;DEMAIS;CE;Fortaleza;financeiro@sonatadeiracema.com.br
ALMA DE PEDRA;04.595.862/0001-65;MICROEMPRESA;SP;Pedra Bela;diretoria@almadepedra.com.br
CAVALO FORTE PALACE HOTEL EIRELI;04.598.541/0002-03;DEMAIS;PR;Foz do Iguaçu;ademirdeamorimcontabilidade@gmail.com
HOTEL E RESTAURANTE TARZAN;04.599.065/0001-56;MICROEMPRESA;SP;Tambaú;hotel.tarzan@hotmail.com
KIRIRAS PALACE HOTEL;04.599.311/0001-70;MICROEMPRESA;GO;Nova Crixás;bandeirantesgo@hotmail.com
Maresias Hostel;04.600.032/0001-89;MICROEMPRESA;SP;São Sebastião;maresiashostel@gmail.com
HOTEL UIRAPURU;04.600.862/0001-06;MICROEMPRESA;AC;Rio Branco;huirapuru@hotmail.com
SANTA TEREZINHA PALECE HOTEL;04.601.675/0001-47;MICROEMPRESA;PA;Novo Repartimento;agarb06@bol.com.br
HOTEL BOCAIUVA;04.601.911/0001-25;MICROEMPRESA;SP;Cosmópolis;contatos@hotelbocaiuva.com.br
HOTEL CENTRAL;04.602.361/0001-69;MICROEMPRESA;RO;Ji-Paraná;financeiro@hotelcentraljipa.com.br
HOTEL AVENIDA;04.604.310/0001-76;MICROEMPRESA;AM;Parintins;flavioparintins@hotmail.com
HOTEL LUMINAR;04.604.572/0001-30;MICROEMPRESA;RR;Caracaraí;contatos@hotelluminar.com.br
POUSADA DA PEDRA;04.605.134/0001-97;MICROEMPRESA;SP;Rifaina;pousada@pousadadapedra.com.br
POUSADA DA PEDRA LTDA - ME;04.605.134/0002-78;MICROEMPRESA;SP;Campos do Jordão;campos@pousadadapedra.com.br
HOTEL IPAMERI;04.605.702/0002-30;MICROEMPRESA;AM;Manaus;hotelipameri@gmail.com
HOTEL CABANAS;04.606.720/0001-56;MICROEMPRESA;MS;Bonito;contato@hotelcabanas.com.br
JHS PALACE HOTEL;04.608.009/0001-30;MICROEMPRESA;MG;Boa Esperança;atendimento@jhspalacehotel.com.br
HOTEL RODOSHOP;04.611.452/0001-60;MICROEMPRESA;GO;Goiânia;kdslopes@hotmail.com
HOTEL CAMPOS FLORIDOS;04.612.137/0001-58;MICROEMPRESA;PR;Arapoti;edianemlo@hotmail.com
POUSADA GUANABARA;04.625.200/0001-90;MICROEMPRESA;SC;Bombinhas;buggys@terra.com.br
HOTEL IMPERADOR;04.625.427/0001-36;MICROEMPRESA;MG;Poços de Caldas;imperadorhotel@hotmail.com
IDEALIZA;04.626.006/0001-20;MICROEMPRESA;PE;Petrolina;atendimentoidealiza@gmail.com
BODOCAO;04.626.569/0001-18;MICROEMPRESA;MG;Baldim;pousadamoendas@gmail.com
Vila do Coral;04.633.153/0001-27;DEMAIS;SC;Bombinhas;reservas@viladocoral.com.br
POUSADA VILA DO CORAL LTDA;04.633.153/0002-08;DEMAIS;SC;Bombinhas;reservas@bombinhasblue.com.br
HOTEL KEMBALI EIRELI - EPP;04.635.974/0001-00;EMPRESA DE PEQUENO PORTE;PE;Ipojuca;reservas@grupoarmacao.com
SURYA-PAN;04.641.463/0001-93;DEMAIS;SP;Campos do Jordão;hospitalidade@suryapan.com.br
POUSADA MANHÃ DOURADA;04.641.914/0001-92;MICROEMPRESA;RJ;Rio das Ostras;pousadamanhadourada@bol.com.br
Pousada Josephina Tonelli;04.643.265/0001-69;MICROEMPRESA;MG;Jaboticatubas;valagemg@gmail.com
Pousada Morro da Palha;04.646.064/0001-15;MICROEMPRESA;PR;Campo Magro;pousadamorrodapalha@gmail.com
ZUQUIM PLAZA HOTEL LTDA;04.646.776/0001-34;MICROEMPRESA;SP;São Paulo;pessoal@montiniconsultoria.com.br
POUSADA AGUA DOCE;04.650.434/0001-98;MICROEMPRESA;MA;Santo Amaro do Maranhão;lucimaraguadoce@gmail.com
POUSADA SOSSEGO DO TEPEQUEM;04.651.477/0001-98;MICROEMPRESA;RR;Amajari;sossegodotepequem@gmail.com
HOTEL BEIRA RIO;04.652.974/0002-91;EMPRESA DE PEQUENO PORTE;MG;Teófilo Otoni;reservas@beirario.tur.br
POUSADA ENSEADA DO SOL;04.654.434/0001-66;MICROEMPRESA;PB;Conde;pousadaenseadadosol@terra.com.br
HOTEL CAMBIRA;04.658.176/0001-96;MICROEMPRESA;PR;Cambira;pedroborgesnetobr@gmail.com
HOTEL SÃO RAFAEL;04.659.309/0001-49;MICROEMPRESA;SP;Aparecida;benechad@hotmail.com
BEBEL RUGGERI COLLECTIONS;04.662.050/0001-95;MICROEMPRESA;CE;Jijoca de Jericoacoara;bebelkitehouse@gmail.com
HOTEL MONTENEGRO;04.665.670/0001-88;MICROEMPRESA;CE;Guaramiranga;contato@hotelmontenegro.com.br
POUSADA FAZENDA CACHOEIRÃO DOS RODRIGUES;04.666.151/0001-34;MICROEMPRESA;RS;São José dos Ausentes;pousadacachoeirao@gmail.com
Pousada Zanotto;04.668.928/0001-08;MICROEMPRESA;RS;Antônio Prado;pschenkel@gmail.com
LIDER  HOTEL  II;04.669.438/0001-18;EMPRESA DE PEQUENO PORTE;AM;Itacoatiara;lider_hotel@hotmail.com
HOTEL NACIONAL INN;04.673.297/0001-07;EMPRESA DE PEQUENO PORTE;PE;Recife;nacionalrecife@hotmail.com
POUSADA ESTRELA DA ILHA;04.673.703/0001-31;MICROEMPRESA;AM;Parintins;pousadaestreladailha@gmail.com
HOTEL GALLI;04.674.025/0001-21;MICROEMPRESA;PR;Curitiba;TORRESGALLIHOTEL@HOTMAIL.COM
SALETE HOTEL ;04.675.761/0001-02;MICROEMPRESA;MS;Corumbá;salettehotel@bol.com.br
Pousada Aldeia da Serra;04.677.331/0001-11;MICROEMPRESA;TO;Taquarussu do Tocantins;Reservas@pousadaaldeiadaserra.com.br
Pousada Sissi;04.678.013/0001-75;MICROEMPRESA;MG;Pirapora;pousadasissi@gmail.com
HOTEL VARANDA DAS BROMÉLIAS;04.679.380/0001-93;EMPRESA DE PEQUENO PORTE;RS;Gramado;subgerencia@varandadasbromelias.com.br
VILLA DOS CORAIS POUSADA;04.680.497/0001-97;EMPRESA DE PEQUENO PORTE;BA;Morro de São Paulo;gerentegeral@villadoscorais.com.br
POUSADA E PRODUTOS DA CACHOEIRA LTDA - ME;04.680.553/0001-93;EMPRESA DE PEQUENO PORTE;BA;Caeté-Açu;POUSADA@POUSADADOCAPAO.COM.BR
TERMAS PARK HOTEL;04.683.072/0001-31;MICROEMPRESA;SC;Gravatal;reservas@termaspark.com.br
GARBOS SOLEIL HOTEL;04.684.196/0001-31;EMPRESA DE PEQUENO PORTE;RN;Natal;gerencia@soleilhotel.com.br
HOTEL FAZENDA JECAVA;04.686.478/0001-78;EMPRESA DE PEQUENO PORTE;RJ;Teresópolis;fazenda@hotelfazendajecava.com.br
GRAND HOTEL TABOAO;04.687.086/0001-23;MICROEMPRESA;SP;Taboão da Serra;contato@grandhoteltaboao.com.br
HOTEL SEAMAR;04.688.459/0001-80;MICROEMPRESA;CE;Fortaleza;seamarhotel@terra.com.br
POUSADA VILLA SISSI;04.690.093/0001-84;MICROEMPRESA;SP;Ubatuba;fiscal.uniao@gmail.com
UCAYALI HOTEL;04.691.297/0001-30;EMPRESA DE PEQUENO PORTE;MT;Sinop;financeiro@ucayali.com.br
POUSADA RIO DO PEIXE;04.692.933/0001-48;MICROEMPRESA;SP;Socorro;adm@pousadaecologicariodopeixe.com.br
HOTEL E LANCHONETE MERIBI;04.693.316/0001-67;MICROEMPRESA;SP;Aparecida;toninhoshopgas@hotmail.com
VITORIA REGIA HOTEL;04.695.510/0001-81;MICROEMPRESA;AM;Tabatinga;vitoriaregiahotel@hotmail.com
HOTEL FORMIGÃO;04.696.768/0001-00;MICROEMPRESA;MG;Montes Claros;grcalimentos@yahoo.com.br
IMPERIAL HOTEL;04.698.710/0001-98;MICROEMPRESA;MA;Balsas;rafael_kasprczak@hotmail.com
POUSADA ATALAIA;04.701.489/0001-80;MICROEMPRESA;CE;Fortaleza;vangelisdevanesso@hotmail.com
HOTEL SANTA CATARINA;04.706.225/0001-19;MICROEMPRESA;SP;Aparecida;SISTEMACONTABI@UOL.COM.BR
POUSADA VALE DO BOSQUE;04.706.344/0001-71;MICROEMPRESA;RS;Gramado;pvb@hy.com.br
O PHAROL;04.707.369/0001-90;MICROEMPRESA;BA;Itacaré;albergueopharol@gmail.com
POUSADA ALDEIA DA LAGOINHA.;04.709.735/0001-40;MICROEMPRESA;SP;Ubatuba;RESERVAS@ALDEIADALAGOINHA.COM.BR
POUSADA E CONFEITARIA DA ROSA;04.709.894/0001-44;MICROEMPRESA;RJ;Paraty;pousadadarosa10@gmail.com
ARTIDOROS HOTEL;04.709.926/0001-01;MICROEMPRESA;MS;Pedro Gomes;artidoroshotel@hotmail.com
VANESSA CAPELLETTI ME;04.712.480/0001-74;MICROEMPRESA;RS;Canela;pousadaveredascanela@hotmail.com
TERRASE POUSADA;04.716.682/0001-94;MICROEMPRESA;RJ;Armação dos Búzios;terrasse@globo.com
NAYANE POUSADA;04.719.731/0002-23;MICROEMPRESA;SP;São Sebastião;nayanepousada@uol.com.br
ESTALAGEM DOS GOLFINHOS;04.721.880/0001-46;DEMAIS;RJ;Arraial do Cabo;contato@egolfinhos.com.br
POUSADA SETE MONTANHAS;04.723.591/0001-86;MICROEMPRESA;BA;Ibicoara;pousadasetemontanhas@hotmail.com
Pousada Ponta do Pequeah;04.725.714/0001-18;MICROEMPRESA;SP;Ilhabela;POUSADA@PONTADOPEQUEAH.COM.BR
FLORAL;04.726.241/0001-73;MICROEMPRESA;BA;Porto Seguro;floridainnocean@gmail.com
HOTEL OLHO D'ÁGUA;04.727.114/0001-99;MICROEMPRESA;CE;Baturité;olhodaguace@hotmail.com
HOTEL POUSADA MORADA DO SOL;04.731.707/0001-29;MICROEMPRESA;MT;Campo Verde;ado.contadorcv@gmail.com
HOTEL PICO DA BANDEIRA;04.732.586/0001-30;EMPRESA DE PEQUENO PORTE;MG;Espera Feliz;CONTABILIDADEOLIVEIRAADV@HOTMAIL.COM
HOTEL POUSADA NATURAL;04.733.502/0001-82;EMPRESA DE PEQUENO PORTE;SP;Brotas;natural@hotelnatural.com.br
HOTEL NOVO HORIZONTE;04.734.650/0001-11;MICROEMPRESA;BA;Bom Jesus da Lapa;novohorizontehotel@hotmail.com
POUSADA ÁGUAS DE PARATII;04.734.955/0001-23;MICROEMPRESA;RJ;Paraty;INFO@AGUASDEPARATII.COM.BR
L´ART HOTEL LTDA;04.735.317/0001-27;DEMAIS;SP;São Paulo;bruna.gregorio@outlook.com
POUSADA COSTA DO SOL;04.735.367/0001-04;MICROEMPRESA;RJ;Armação dos Búzios;adalbertocontab@gmail.com
HOTEL VIVAS;04.736.169/0001-65;MICROEMPRESA;MG;Monte Sião;gerencia@hotelvivas.com.br
HOTEL PALACE 1;04.737.428/0001-72;MICROEMPRESA;SC;Florianópolis;contato@hotelpalace1.com
HOTEL AREIAS BELAS;04.738.208/0001-63;DEMAIS;AL;Maragogi;RESERVAS@HOTELAREIASBELAS.COM.BR
HOTEL VITALLITI;04.738.368/0001-02;MICROEMPRESA;MT;Alta Floresta;vitallitihotel@gmail.com
SKANDALO PUB;04.739.023/0001-73;MICROEMPRESA;RJ;Rio das Ostras;chriskandalo@yahoo.com.br
CABANAS PRAIA HOTEL;04.744.110/0001-19;MICROEMPRESA;RN;Natal;reservas@cabanaspraiahotel.com.br
HOTEL DUBAI;04.744.117/0001-30;MICROEMPRESA;RJ;Macaé;ggeral.smea@atlanticahotels.com.br
POUSADA PORTO DO ARVOREDO;04.747.032/0001-06;MICROEMPRESA;SC;Florianópolis;pousada@portodoarvoredo.com.br
POUSADA POR DO SOL;04.747.485/0001-32;MICROEMPRESA;GO;Alto Paraíso de Goiás;pordosol.tur@hotmail.com
Pousada Espirito do Mar;04.749.069/0001-73;MICROEMPRESA;RJ;Cabo Frio;rlopes.cf@gmail.com
POUSADA SILENE;04.750.142/0001-27;MICROEMPRESA;SC;Florianópolis;dasflores@terra.com.br
MOGNO HOTEL;04.750.311/0001-29;MICROEMPRESA;PA;Rio Maria;conttec98@bol.com.br
CANTO VERDE;04.751.161/0001-78;EMPRESA DE PEQUENO PORTE;SP;São Sebastião;pedro.duarte@pousadacantoverde.com.br
ANTONIUS IMPERIAL HOTEL;04.751.163/0001-67;EMPRESA DE PEQUENO PORTE;BA;Santo Antônio de Jesus;ANTONIUS@ANTONIUSIMPERIAL.COM.BR
KATITO HOTEL;04.754.053/0001-59;MICROEMPRESA;PR;Tibagi;katitohotel@hotmail.com
VER O PESO HOTEL;04.759.726/0001-63;MICROEMPRESA;PA;Belém;massoudbel@gmail.com
POUSADA VILLAGGIO ASSIS;04.759.845/0001-16;MICROEMPRESA;SP;Ilhabela;COMERCIAL@VILLABELLACONTABILIDADE.COM
Paraiso Palace Hotel 2 e 3;04.763.544/0001-66;MICROEMPRESA;SC;Florianópolis;contato@paraisopalacehotel.com.br
ITABUNA PALACE HOTEL;04.763.625/0001-66;EMPRESA DE PEQUENO PORTE;BA;Itabuna;gerencia@itabunapalacehotel.com.br
POUSADA ILHA MORENA;04.764.631/0001-38;MICROEMPRESA;SC;Florianópolis;marina@ducont.com.br
POUSADA NAUS DE PARATY;04.764.704/0001-91;MICROEMPRESA;RJ;Paraty;POUSADA@NAUSDEPARATY.COM.BR
VALINTUR HOTEL;04.765.372/0001-60;MICROEMPRESA;SC;Balneário Camboriú;VALINTUR.TURISMO@HOTMAIL.COM.BR
POUSADA ARCÁDIA;04.766.594/0001-05;EMPRESA DE PEQUENO PORTE;RJ;Petrópolis;gerencia@pousadaarcadia.com.br
POUSADA MENDENHALL;04.771.014/0001-60;EMPRESA DE PEQUENO PORTE;SP;Campos do Jordão;RESERVAS@MENDENHALL.COM.BR
ROSA FLAT;04.772.007/0001-82;MICROEMPRESA;SC;Garopaba;reservas@rosaflat.com.br
