Nome Fantasia;CNPJ;Porte;UF;Localidade;Email Comercial
LKL VIAGENS;06.907.662/0001-26;MICROEMPRESA;MT;Sapezal;luciana.goliv@hotmail.com
HG LOCADORA E TRANSPORTE;06.911.368/0001-98;EMPRESA DE PEQUENO PORTE;MA;São Luís;hugoguterres@hotmail.com
SUMMER;06.917.045/0001-01;MICROEMPRESA;SP;Mauá;klebertransporte@hotmail.com
PREMIUM RENT CAR;06.922.950/0001-50;DEMAIS;GO;Inhumas;premiumrentacar201@hotmail.com
STEPHANNY  LOCAÇÕES E SERVIÇOS;06.925.865/0001-45;EMPRESA DE PEQUENO PORTE;AL;Santa Luzia do Norte;STEPHANNYTUR@BOL.COM.BR
AGUIA TUR;06.953.184/0001-90;MICROEMPRESA;SP;Santa Bárbara D'Oeste;aguia.tur@hotmail.com
REALT SERVIÇOS;06.964.303/0001-00;EMPRESA DE PEQUENO PORTE;MT;Cuiabá;realtservico@hotmail.com
LOCADORA ATLANTA;06.969.998/0001-13;MICROEMPRESA;MT;Várzea Grande;atlanta.locadora@gmail.com
TMT TURISMO;06.980.519/0001-60;MICROEMPRESA;RJ;Petrópolis;tmtviagensturismo@msn.com
UNNION RENT A CAR;07.000.107/0001-89;MICROEMPRESA;MT;Cuiabá;financeiro@brasil100.com.br
GRUPO GETULLIO;07.000.412/0001-70;EMPRESA DE PEQUENO PORTE;MT;Cuiabá;rh@getulliohotel.com.br
PLETSCH LOCACOES;07.001.755/0001-50;MICROEMPRESA;SP;São Carlos;MARIZAROSA2007@YAHOO.COM.BR
SJC LOCADORA DE VEICULOS LTDA - ME;07.016.621/0001-02;MICROEMPRESA;SP;Indaiatuba;sjc.locveiculos@yahoo.com.br
TRIP LOCAÇÕES E EVENTOS;07.030.637/0001-70;EMPRESA DE PEQUENO PORTE;GO;Abadia de Goiás;COMERCIAL@TRIPEVENTOS.NET
ED TUR;07.041.337/0001-96;DEMAIS;SP;Morungaba;edtur.transportes@gmail.com
YELLOW MAN;07.063.538/0001-94;MICROEMPRESA;SP;São Paulo;mwm.locadora@uol.com.br
AMM SERVIÇOS E LOCAÇÃO;07.077.099/0001-79;EMPRESA DE PEQUENO PORTE;SE;Aracaju;am_msl@hotmail.com
transmeta itu transportes ltda me;07.098.557/0001-56;MICROEMPRESA;SP;Itu;transmetapc@hotmail.com
RCM TRANSPORTE E LOCADORA DE VEICULOS LTDA - ME;07.103.798/0001-46;MICROEMPRESA;SP;São José dos Campos;contato@rcmlocadora.com.br
VMHS COMERCIO E REPRESENTACOES;07.123.504/0001-48;DEMAIS;CE;São Luís do Curu;valdosousa1@hotmail.com
AH-G TRANSPORTES;07.131.037/0001-06;MICROEMPRESA;MG;Uberlândia;AHGTRANSPORTES@HOTMAIL.COM
TORRES LOCADORA;07.155.990/0001-86;EMPRESA DE PEQUENO PORTE;MG;Governador Valadares;torreslocadoradeveiculos@hotmail.com
OK RENT A CAR;07.173.027/0001-25;EMPRESA DE PEQUENO PORTE;AL;Maceió;luizmsandrade@gmail.com
Moura Andrade;07.177.263/0001-10;MICROEMPRESA;CE;Fortaleza;GIOCONDAPAT@HOTMAIL.COM
STYLLUS CAR LOCAÇÃO DE VEICULOS LTDA - ME;07.181.460/0001-02;MICROEMPRESA;SP;São Paulo;joser.andrade8@gmail.com
ACHEI VEÍCULOS;07.194.751/0001-35;DEMAIS;GO;Goiânia;elisa.achei@gmail.com
MATIAS LOCADORA E TRANSPORTE;07.204.941/0001-96;MICROEMPRESA;SP;Mogi Mirim;valdo.representacao@gmail.com
STYLO LOCADORA;07.225.407/0001-66;MICROEMPRESA;SP;Amparo;PIASSAEDORIGAN@PIASSAEDORIGAN.COM.BR
ALUGUE VAN;07.230.470/0001-90;MICROEMPRESA;RJ;Itaperuna;cristiano-contador@hotmail.com
DA HORA SOLUCOES CRIATIVAS;07.273.545/0001-10;EMPRESA DE PEQUENO PORTE;AM;Manaus;TAMARACASONATO@GMAIL.COM
Valentur Tranportes Turistico;07.282.242/0001-64;MICROEMPRESA;RJ;Valença;grupovalentur@hotmail.com
CEP TRANSPORTES;07.302.239/0001-65;EMPRESA DE PEQUENO PORTE;SP;São Paulo;FERNANDO@DABLIUE.COM.BR
RODOTRANS - TRANSPORTE E LOCACAO;07.306.888/0001-34;MICROEMPRESA;SP;Campinas;rodotrans05@gmail.com
MADSON TRANSPORTES;07.310.210/0001-25;MICROEMPRESA;MG;Santa Bárbara;ROGERCRIS3@YAHOO.COM.BR
IBI LOCADORA DE VEICULOS;07.312.956/0001-78;MICROEMPRESA;SP;Pradópolis;wfsardao@hotmail.com
CICAR LOCADORA DE VEICULOS;07.318.854/0001-60;MICROEMPRESA;SP;Irapuru;noriosaheki@hotmail.com
UNIQUE LOCACOES;07.329.646/0001-66;MICROEMPRESA;SP;Amparo;viviana.souza09@hotmail.com
VIA LUXO;07.340.511/0001-00;MICROEMPRESA;CE;Fortaleza;vialuxo@gmail.com
TRACON ;07.346.923/0001-49;EMPRESA DE PEQUENO PORTE;BA;Valença;tracon@yahoo.coM
LEAO TUR VIAGENS E TURISMO;07.365.970/0001-30;MICROEMPRESA;SP;São Paulo;joaoleaoteixeira@gmail.com
C. F. TURISMO E TRANSPORTES LTDA;07.381.178/0001-79;MICROEMPRESA;BA;São Sebastião do Passé;a_s_contabilidade@yahoo.com.br
PORTO VITORIA TRANSPORTES;07.419.611/0001-18;MICROEMPRESA;BA;Porto Seguro;odirom@gmail.com
GVTOUR LOCADORA DE VEICULOS;07.423.410/0001-94;MICROEMPRESA;SP;Guarujá;vianakauer@gmail.com
*;07.451.022/0001-17;MICROEMPRESA;MG;Itabirito;daniel-luiz15@yahoo.com.br
ANTUNES TURISMO;07.467.164/0001-72;MICROEMPRESA;MG;Ponte Nova;antunesturismo@hotmail.com
JC CONSTRUCOES E MANUTENCAO ELETRICA;07.473.591/0001-63;MICROEMPRESA;SE;Nossa Senhora das Dores;wemblleymen@hotmail.com
SALVADOR TURISMO;07.487.319/0001-32;MICROEMPRESA;SP;Cubatão;salvadormendes15@gmail.com
COOPMANTIQUEIRA;07.506.832/0001-23;DEMAIS;MG;Antônio Carlos;cooperativa8636@yahoo.com
LOCADORA SANTA EFIGENIA;07.515.159/0001-98;MICROEMPRESA;MG;Santa Efigênia de Minas;erlitur@gmail.com
OLIVEIRA TRANSPORTES;07.525.475/0001-40;MICROEMPRESA;DF;Brasília;COLT1911.PAULO@GMAIL.COM
VITAL TRANSPORTES;07.549.627/0001-45;MICROEMPRESA;RJ;Rio de Janeiro;vitall.transportes@gmail.com
ALIANCA TURISMO;07.560.299/0001-88;MICROEMPRESA;RJ;Campos dos Goytacazes;turismoalianca@hotmail.com
UNICAR RENT A CAR;07.560.718/0001-81;EMPRESA DE PEQUENO PORTE;MG;Belo Horizonte;LOCADORAUNICAR@HOTMAIL.COM
L M LOCADORA DE VANS;07.562.744/0001-49;MICROEMPRESA;SP;Presidente Prudente;lm.locadora@hotmail.com
TRANSBUZIOS;07.588.702/0001-87;DEMAIS;RJ;Cabo Frio;E.L.CONTABILIDADE@GMAIL.COM
PINON LOCADORA DE VEICULOS;07.595.438/0001-09;MICROEMPRESA;ES;Cariacica;leodavanlocadora@gmail.com
POSITIVO TRANSPORTES;07.600.694/0001-47;MICROEMPRESA;SP;Santa Bárbara D'Oeste;societario@supportescritorio.com.br
RIBAL LOCADORA DE VEÍCULOS LTDA;07.605.506/0001-73;DEMAIS;DF;Brasília;ribal.comercial@gmail.com
ODIX;07.608.465/0001-79;MICROEMPRESA;RJ;Rio de Janeiro;rosamarcia@globo.com
TRANS URSO LOCADORA;07.613.477/0001-91;MICROEMPRESA;SP;Araçoiaba da Serra;transurso@hotmail.com
TOP IGUASSU;07.616.813/0001-50;MICROEMPRESA;PR;Foz do Iguaçu;conceitosturismo@hotmail.com
JOSÉ FERNANDO DOS SANTOS TRANSPORTES;07.647.429/0001-14;EMPRESA DE PEQUENO PORTE;AL;São Miguel dos Campos;jfernandotransportes@hotmail.com
J P CONSTRUCAO E SERVICOS;07.654.191/0001-54;MICROEMPRESA;AM;Manaus;jpl_adv@hotmail.com
TK TUR;07.656.989/0001-35;EMPRESA DE PEQUENO PORTE;SP;Itu;contato@tktur.com.br
M D TRANSPORTE;07.665.609/0001-29;EMPRESA DE PEQUENO PORTE;SP;Sumaré;mdtransporte@terra.com.br
LELO LOCADORA DE VEICULOS LTDA - ME;07.671.026/0001-00;MICROEMPRESA;SP;Votorantim;lelolocadora@gmail.com
TRANSPORTES FREI GALVAO;07.685.249/0001-27;EMPRESA DE PEQUENO PORTE;BA;Maragogipe;BENIVALDO28@HOTMAIL.COM
TRANSCOFER;07.686.226/0001-37;MICROEMPRESA;MG;Lagoa Santa;schubertfernandesme@yahoo.com.br
LOCAMANIA;07.700.088/0001-01;MICROEMPRESA;ES;Guaçuí;locamania@terra.com.br
VALDEZ LOCAÇÃO;07.708.690/0001-87;MICROEMPRESA;MS;Três Lagoas;valdezlocacao@hotmail.com.br
RECEPTUR E LOCACOES DE VEICULOS;07.709.519/0001-92;MICROEMPRESA;AL;Piranhas;sandracontabilidade@ig.com.br
FOX RENT A CAR;07.721.678/0001-02;EMPRESA DE PEQUENO PORTE;PI;Teresina;foxrentacarpiaui@gmail.com
EURES TUR;07.730.846/0001-26;MICROEMPRESA;RN;Mossoró;eurestur@yahoo.com.br
N.T. SOUZA M.E.;07.747.760/0001-06;MICROEMPRESA;RJ;Macaé;kami@kamitransportes.com.br
ORISTUR TURISMO;07.754.094/0001-33;MICROEMPRESA;GO;Jataí;elianeberaldo10@hotmail.com
RESERVAS NORONHA;07.758.769/0001-12;MICROEMPRESA;PE;Fernando de Noronha;adm@reservasnoronha.com.br
AUTO LOCADORA E TRANSPORTES PEROLA TUR;07.759.898/0001-25;MICROEMPRESA;RS;São Nicolau;rogeriotrindade.trindade@gmail.com
BIRAUTOS RENT A CAR;07.762.924/0001-74;MICROEMPRESA;CE;Fortaleza;birautosrentacar@hotmail.com
LUIS-VAN-TUR;07.780.765/0001-30;MICROEMPRESA;MG;Cássia;luisvantur.cassia@hotmail.com
MALTA LOCAÇÕES;07.808.518/0001-03;EMPRESA DE PEQUENO PORTE;PE;Garanhuns;nailtonouropreto@hotmail.com
BORA BORA VIAGENS E TURISMO;07.840.327/0001-10;MICROEMPRESA;SE;Rosário do Catete;ariaurelio@hotmail.com
FAC TRANSPORTES;07.848.860/0001-29;MICROEMPRESA;PR;Guarapuava;facpedrosotransportes@hotmail.com
P3 EVENTOS;07.851.262/0001-09;EMPRESA DE PEQUENO PORTE;MG;Bicas;contatop3@hotmail.com
RCT TRANSPORTES;07.866.038/0001-90;MICROEMPRESA;SP;Santa Isabel;CONTATO@RITMOCERTOTRANSPORTES.COM.BR
DETACAR UNIDOS LOCADORA;07.881.681/0001-93;MICROEMPRESA;MS;Bonito;detacarunidos@gmail.com
MINAS RENTAL;07.897.703/0001-03;MICROEMPRESA;MG;Betim;lokcarro@gmail.com
V CAR VEICULOS LOCACOES E VIAGENS;07.919.254/0001-57;MICROEMPRESA;AL;Maceió;antoniodomingosneto@gmail.com
AGUIAR LOCAÇÃO;07.922.139/0001-31;DEMAIS;MA;São Luís;comercial02@aguiarlocacao.com.br
INOVA LOCADORA DE VEICULOS;07.924.535/0001-06;MICROEMPRESA;AC;Rio Branco;inova@inovalocadora.com.br
VISTA ALUGUEL DE CARROS;07.929.125/0001-40;EMPRESA DE PEQUENO PORTE;GO;Itumbiara;financeiroitb4@locarx.com.br
LOCADORA S.J. BRASIL;07.931.050/0001-31;MICROEMPRESA;SP;São Paulo;sjbrasil.locadora@hotmail.com
EMPEENDIMENTOS G-QUATRO TRANSPORTE;07.961.187/0001-39;EMPRESA DE PEQUENO PORTE;CE;Maracanaú;patricia@g4turismo.com.br
RAJA RESTAURANTE E PIZZARIA;07.985.008/0001-01;MICROEMPRESA;GO;Niquelândia;mesquitaribeiro@gmail.com
ALL SERVICE;08.013.749/0001-85;MICROEMPRESA;SP;São Paulo;alltimebrasil@hotmail.com
TRANSGALA TRANSPORTE EXECUTIVO;08.060.721/0001-07;MICROEMPRESA;SP;São Paulo;comercial@transgala.com.br
CAHACAS LOCADORA;08.078.100/0001-42;MICROEMPRESA;SP;Campinas;arnaldo.marsola@hotmail.com
TEC CELL RENT A CAR;08.080.884/0001-43;MICROEMPRESA;AC;Cruzeiro do Sul;euson_cell@hotmail.com
AUTO MECANICA E PECAS SIRQUEIRA.;08.094.902/0001-46;MICROEMPRESA;PA;Conceição do Araguaia;fd_1810@hotmail.com
TRANSMAR;08.106.820/0001-74;MICROEMPRESA;SP;Itapetininga;taneagoes@gmail.com
LOCAVELTHE ;08.113.593/0001-04;MICROEMPRESA;RN;Mossoró;locavelthe@hotmail.com
J R RENT A CAR;08.147.255/0001-93;MICROEMPRESA;AL;Maceió;joaoulisses@hotmail.com
Abreu Turistica;08.150.679/0001-07;MICROEMPRESA;SP;Cafelândia;abreuturistica@hotmail.com
BM LOCADORA;08.190.874/0001-60;EMPRESA DE PEQUENO PORTE;SE;Aracaju;bmelomartins@hotmail.com
SAMA TURISMO;08.192.052/0001-19;MICROEMPRESA;SP;São Paulo;transporteasa@terra.com.br
F V V LOCADORA;08.197.112/0001-96;MICROEMPRESA;MS;Campo Grande;fvvlocadoraveiculos@hotmail.com.br
CRIS VAN;08.199.015/0001-32;MICROEMPRESA;SP;Birigüi;crisvanlocadoradeveiculos@hotmail.com
VERÃO RENT A CAR;08.267.154/0001-56;MICROEMPRESA;PB;João Pessoa;veraoveiculos@hotmail.com
PAXSERVICE - TRANSPORTE CORPORATIVO;08.298.595/0001-15;EMPRESA DE PEQUENO PORTE;SP;São Paulo;auro.nardelli@paxservice.com.br
RICHCARS Locadora de Automoveis ;08.310.064/0001-09;MICROEMPRESA;SP;São Paulo;RCESTA@TSP.COM.BR
VOA VOA VIAGEM & TURISMO;08.337.409/0001-00;MICROEMPRESA;SE;Aracaju;voavoatursergipe@gmail.com
JURUÁ LOCADORA DE VEÍCULOS;08.353.632/0001-40;MICROEMPRESA;AC;Cruzeiro do Sul;jurualocadora1@hotmail.com
COPIVE RENT A CAR LTDA;08.366.895/0001-94;MICROEMPRESA;MG;João Pinheiro;alexandre@copive.com.br
LDR TRANSPORTE;08.414.937/0001-15;MICROEMPRESA;RJ;Resende;comercial@transldr.com.br
CNA TOUR;08.415.248/0001-25;MICROEMPRESA;MS;Naviraí;cnatransportes@hotmail.com
sergio amelio soares duarte;08.459.994/0001-10;MICROEMPRESA;SC;São José;duarte@trianguloluz.com.br
FENIXCAR TRANSPORTE;08.463.844/0001-80;EMPRESA DE PEQUENO PORTE;BA;Salvador;osvalderlan@yahoo.com.br
Locadora de Veículos Olímpia Ltda - ME;08.600.139/0001-88;MICROEMPRESA;SP;Olímpia;renato.b.2008@gmail.com
PEGASUS LOCADORA DE VEICULOS;08.602.078/0001-98;EMPRESA DE PEQUENO PORTE;AL;Maceió;pegasus.loc136@gmail.com
Pereira locacao de veiculo ltda me;08.603.625/0001-50;MICROEMPRESA;SP;São Pedro;helcon@linksat.com.br
ESTRELABUS TURISMO LTDA;08.605.969/0001-06;MICROEMPRESA;RS;Estrela;estrela@estrelabus.com.br
PADARIA DO TEI;08.611.923/0001-91;MICROEMPRESA;AL;Pão de Açúcar;marcosamtorres@hotmail.com
NATAL RENT A CAR;08.621.154/0001-02;MICROEMPRESA;RN;Natal;contato@natalrentacar.com.br
BELEM TURISMO;08.621.969/0001-91;MICROEMPRESA;CE;Fortaleza;rodriroger@globomail.com
AUTOMINAS BH LOCADORA;08.632.086/0001-87;MICROEMPRESA;MG;Belo Horizonte;contato@autominasbh.com.br
Putuscar Transporte e Turismo;08.672.788/0001-94;EMPRESA DE PEQUENO PORTE;MG;Sabinópolis;putuscar@hotmail.com
REIS TRANSPORTES;08.692.885/0001-49;EMPRESA DE PEQUENO PORTE;SE;Aracaju;reistransportes@ibest.com.br
TRIP LINE;08.698.546/0001-70;MICROEMPRESA;RJ;Rio de Janeiro;jarbas1960@gmail.com
HORIZONTES LOCAÇÕES E FRETAMENTOS;08.711.416/0001-20;MICROEMPRESA;MG;Belo Horizonte;luzia-clara@bol.com.br
RECHE GALDEANO LOCACAO DE FROTA;08.713.403/0001-90;DEMAIS;AM;Manaus;DIRETOR@RECHEGALDEANO.COM.BR
UP SOLUÇÕES;08.723.878/0001-67;MICROEMPRESA;RJ;Campos dos Goytacazes;contato.upsolucoes@gmail.com
AYRES MAIA COMERCIAL LTDA;08.724.660/0001-27;MICROEMPRESA;BA;Juazeiro;CARLOSSAYRES@GMAIL.COM
ROBERTO COMISSÁRIA DE VÉICULOS;08.741.757/0001-48;MICROEMPRESA;PB;Campina Grande;robertopdosantos@msn.com
PRONTO RENT A CAR;08.750.322/0001-60;MICROEMPRESA;SC;Florianópolis;contato@prontorentacar.com.br
LOCARVANS;08.781.795/0001-24;MICROEMPRESA;SP;São Paulo;locarvans@gmail.com
BV TUR RENT A CAR;08.806.519/0001-73;MICROEMPRESA;PE;Recife;bvtur@bvturlocadora.com.br
ALFA TUR;08.822.707/0001-95;MICROEMPRESA;MG;Montes Claros;alfaturlocadora@hotmail.com
MIL LOCAÇAO TRANSPORTES E TURISMO;08.828.512/0001-52;MICROEMPRESA;ES;Cariacica;mil.turismo@hotmail.com
COUTINHO & FERREIRA SERVIÇOS E TRANSPORTE LTDA EPP;08.836.842/0001-90;DEMAIS;SP;São Paulo;coutinho.transporte@ig.com.br
J P B LOCAÇÃO & TRANSPORTE;08.843.741/0001-46;MICROEMPRESA;SP;São José do Rio Preto;JPBLOCACOESETRANSPORTE@GMAIL.COM
AUTO POSTO SERRANO;08.850.457/0001-05;EMPRESA DE PEQUENO PORTE;AL;Mata Grande;covenienciahotel@gmail.com
AMJ LOCADORA DE VEÍCULOS;08.865.102/0001-81;MICROEMPRESA;DF;Brasília;amjautolocadora@bol.com.br
V.J.R LOCADORA DE VEICULOS LTDA;08.866.617/0001-04;DEMAIS;SP;Indaiatuba;abertura1boffo@terra.com.br
BRASVAN;08.869.725/0001-22;MICROEMPRESA;SP;Orlândia;cesarscanavez@bol.com.br
ARMANDO LIRA BARROS-ME;08.882.759/0001-57;MICROEMPRESA;CE;Massapê;esteconcontabilidade@yahoo.com.br
WEST SERVICE TRANSPORTES;08.898.683/0001-58;MICROEMPRESA;SP;São Paulo;westservicetrans@gmail.com
UNIAO VANS LOCADORA DE VEICULO EIRELI;08.908.129/0001-04;MICROEMPRESA;SP;Indaiatuba;boffo.idt@terra.com.br
NAZARETUR;08.931.570/0001-07;MICROEMPRESA;SP;Nazaré Paulista;nazare_tur@hotmail.com
CNT LOCACAO;08.949.573/0001-78;EMPRESA DE PEQUENO PORTE;SP;Americana;turismocnt@gmail.com
FRONT TUR;08.955.624/0001-74;MICROEMPRESA;MS;Campo Grande;ferreiraturms@hotmail.com
VWM TRANSPORTES E TURISMO;08.956.820/0001-63;EMPRESA DE PEQUENO PORTE;SP;Pindamonhangaba;VWMTransporte@gmail.com
I M CONSTRUÇOES E SERVIÇOS;08.961.999/0001-47;EMPRESA DE PEQUENO PORTE;MA;São Luís;HORIZONTECONTABIL@SUPERIG.COM.BR
CUNHA VEICULOS;08.970.202/0001-78;MICROEMPRESA;PI;Teresina;JORGEJCNETO@YAHOO.COM.BR
APOIO EVENTOS;08.973.326/0001-07;MICROEMPRESA;DF;Brasília;APOIOEVENTOS@GMAIL.COM
LOCAVANS LOCAÇÕES;08.984.983/0001-50;MICROEMPRESA;MG;Juiz de Fora;wallace_jtrcontabilidade@hotmail.com
TRANSLOC;09.001.545/0001-97;EMPRESA DE PEQUENO PORTE;GO;Minaçu;translocm@gmail.com
LOCAMEDI;09.003.066/0001-00;DEMAIS;SP;Ribeirão Preto;CONTABILIDADE@MEDICAR.COM.BR
Cesar Veiculos Locadora;09.010.234/0001-94;MICROEMPRESA;SP;Ubatuba;modulocontabil@uol.com.br
ALF LOCADORA DE VEICULOS E VANS;09.011.627/0001-12;MICROEMPRESA;MS;Campo Grande;alflocadora@superig.com.br
TRANSMILLA;09.011.975/0001-90;MICROEMPRESA;SP;São Paulo;transmilalocadora@ig.com.br
GOLDEN SPECIAL LOCACAO;09.078.002/0001-78;MICROEMPRESA;SE;Carmópolis;marcos@techservice-se.com.br
NEW POINT TURISMO;09.083.479/0001-41;MICROEMPRESA;CE;Fortaleza;newpoint@newpointturismo.com.br
AG SERVIÇOS ;09.089.067/0001-19;MICROEMPRESA;PI;Picos;agdasilvaservicos@gmail.com
SAO MARCOS TRANSPORTES;09.099.818/0001-88;MICROEMPRESA;SP;Serrana;saomarcostransporte@gmail.com
AUTO LESTE RENTACAR;09.116.541/0001-54;MICROEMPRESA;PI;Teresina;autolesterentacar@hotmail.com
MAFFRA TRANSPORTE;09.119.099/0001-10;MICROEMPRESA;SP;Embu das Artes;rafa.maffra@hotmail.com
LOC MAIS RENT CARS;09.143.997/0001-03;DEMAIS;PE;Recife;atendimento@locmaisrentcars.com.br
FAPEMA LOCADORA DE VEICULOS E VANS LTDA ME;09.157.156/0001-55;MICROEMPRESA;SP;Lorena;FAPEMA@hotmail.com.br
LOCSEMPRE;09.162.738/0001-20;MICROEMPRESA;MG;Congonhas;PROCESSOS@EXACTACONTABIL.COM.BR
H&S RENT A CAR;09.220.212/0001-59;MICROEMPRESA;CE;Fortaleza;HALAN_FIGUEIREDO1970@HOTMAIL.COM
MACELIO TUR;09.223.972/0001-10;MICROEMPRESA;GO;Minaçu;MACELIOTUR@GMAIL.COM
CENTRO ASSISTÊNCIA 24 HORAS;09.224.724/0001-93;EMPRESA DE PEQUENO PORTE;GO;Anápolis;clburuacu@hotmail.com
SYSTRANS LOCADORA DE VEICULOS;09.235.741/0001-26;MICROEMPRESA;SP;Jundiaí;luizdeosilva@gmail.com
MANAUTO RENT A CAR;09.262.747/0001-92;EMPRESA DE PEQUENO PORTE;AM;Manaus;acblocadoradeveiculos@hotmail.com
KARMAR VIAGENS & TRANSPORTES LTDA ME;09.263.659/0001-05;MICROEMPRESA;MG;Juiz de Fora;TRANSPORTESJOIMAR@YAHOO.COM.BR
EBERTUR;09.275.569/0001-34;MICROEMPRESA;ES;Baixo Guandu;ebertur@hotmail.com
LOCACAO REZANI;09.292.143/0001-99;MICROEMPRESA;SP;Sorocaba;REZANITRANSPORTE@HOTMAIL.COM
LDB TRANSPORTES;09.293.297/0001-03;MICROEMPRESA;DF;Brasília;andre@avanlocadora.com.br
PAPELARIA CASA DO ESTUDANTE;09.299.149/0001-98;MICROEMPRESA;CE;Canindé;CLAUDENIZIONASC@HOTMAIL.COM
Grandes Lagos Locadora de Veiculos;09.313.689/0001-89;MICROEMPRESA;SP;São José do Rio Preto;GRANDESLAGOSLOCADORA@HOTMAIL.COM
ROTHA LOCAÇÕES E SERVIÇOS;09.317.222/0001-07;MICROEMPRESA;CE;Crato;rothalocserv@gmail.com
CEARA LOCADORA DE VEICULOS;09.320.019/0001-90;EMPRESA DE PEQUENO PORTE;SP;Guaraçaí;escbandguaracai@hotmail.com
MM LOCADORA E TRANSPORTES;09.333.343/0001-42;MICROEMPRESA;SP;Lavrinhas;matheus_jdmv@hotmail.com
CJ LOCAÇÃO E TRANSPORTES LTDA - ME;09.360.394/0001-63;MICROEMPRESA;MG;Sete Lagoas;clebertransportes@yahoo.com.br
AUTO PORT VEICULOS;09.390.594/0001-69;MICROEMPRESA;GO;Posse;autoportposse@hotmail.com
ALVES EMPREENDIMENTOS LTDA-ME;09.406.028/0001-06;MICROEMPRESA;RJ;Campos dos Goytacazes;alvesempreendimentos@gmail.com
EXCLUSIVE LOCADORA DE VANS E VEICULOS LTDA - ME;09.420.056/0001-70;MICROEMPRESA;SP;São Paulo;exclusive.locadora@hotmail.com
deslocamais locação e transporte;09.424.628/0001-99;MICROEMPRESA;MG;Juiz de Fora;wesleylempk@hotmail.com
LUSMAR TUR LOCAÇÃO DE VEÍCULOS LTDA ME;09.436.714/0001-11;MICROEMPRESA;RJ;Volta Redonda;bblusmarbarbosa@gmail.com
CHAFARIZ LOCADORA DE VEICULOS;09.439.865/0001-23;MICROEMPRESA;SP;Itu;CHAFARIZ_AVS@HOTMAIL.COM
VIVA LOCADORA;09.440.071/0001-80;EMPRESA DE PEQUENO PORTE;SE;Aracaju;vivalocadora@yahoo.com.br
ORTAN LOCADORA DE VEICULOS;09.441.602/0001-59;MICROEMPRESA;RJ;Itaperuna;orlandovit_silva@hotmail.com
RC VANS;09.444.520/0001-68;MICROEMPRESA;SP;Pindamonhangaba;rodrigocarrovans@hotmail.com
AUTOLOC;09.454.908/0001-40;EMPRESA DE PEQUENO PORTE;CE;Fortaleza;ALVAROSW62@HOTMAIL.COM
GU VANS;09.456.379/0001-13;MICROEMPRESA;SP;São Paulo;wagner@guvans.com.br
IABRUDI COMERCIO E LOCACOES;09.471.513/0001-55;EMPRESA DE PEQUENO PORTE;MG;Barão de Cocais;felipeiabrudi@hotmail.com
ECOPAN;09.477.353/0001-51;MICROEMPRESA;MS;Bonito;joeltour@gmail.com
BYMATUR TRANSPORTES E TURISMO;09.511.942/0001-09;MICROEMPRESA;SP;Boituva;byma29@hotmail.com
MOBILISCAR;09.537.344/0002-90;MICROEMPRESA;DF;Brasília;igor@mobiliscar.com.br
AGUIA TRANSPORTES EXECUTIVOS;09.544.416/0001-45;MICROEMPRESA;PR;Ponta Grossa;emanuel@aguiatranstur.com.br
NAVICAR VEICULOS;09.547.891/0001-75;EMPRESA DE PEQUENO PORTE;MS;Naviraí;jaqueline.rocha@sistemalocaliza.com
NAVICAR VEICULOS;09.547.891/0002-56;EMPRESA DE PEQUENO PORTE;MS;Nova Andradina;jaqueline.rocha@sistemalocaliza.com
TUBIBA VANS;09.618.498/0001-25;MICROEMPRESA;SP;Taboão da Serra;tubibavans@hotmail.com
LOCFACIL LOCADORA DE VEÍCULOS;09.633.114/0001-43;MICROEMPRESA;BA;Barreiras;locfacilocadora@hotmail.com
LOTS CAR LOCADORA DE VEICULOS LTDA;09.651.501/0001-02;MICROEMPRESA;GO;Morrinhos;josemaurocastro3@hotmail.com
CERTA - SERVIÇOS E TURISMO;09.652.613/0001-88;EMPRESA DE PEQUENO PORTE;GO;Goiânia;certaservtur@gmail.com
ALUGUE CAR;09.662.126/0001-04;MICROEMPRESA;ES;Barra de São Francisco;car.atendimento@hotmail.com
ALLIANCE LOCADORA E TRANSPORTADORA;10.175.415/0001-50;MICROEMPRESA;RJ;Rio de Janeiro;financeiro@alliancelocadora.com.br
LORYNHO GUEDES;10.206.387/0001-90;MICROEMPRESA;CE;Jaguaribe;LORYNHOCD@GMAIL.COM.BR
UNIDAS ALUGUEL DE CARROS;10.256.274/0002-80;MICROEMPRESA;RJ;Rio das Ostras;wasoa.rodrigues@gmail.com
JERRU;10.265.998/0001-00;MICROEMPRESA;PE;Recife;jerrupe@terra.com.br
ECP FRETAMENTO;10.267.645/0001-49;MICROEMPRESA;SP;Barretos;johopaulino@gmail.com
FALCON;10.271.879/0001-60;MICROEMPRESA;PA;Vigia;robertocdsfalcao@gmail.com
T. A TRANSPORTE TURISMO;10.286.842/0001-05;MICROEMPRESA;SP;Santana de Parnaíba;ALEX.VIG.FILHOS@HOTMAIL.COM
INOVA TRANSPORTES;10.304.242/0001-22;MICROEMPRESA;SP;São José dos Campos;inovatransportes@yahoo.com.br
CORDEIRO LOCADORA;10.311.180/0001-86;MICROEMPRESA;RJ;Itatiaia;hpcordeiro@bol.com.br
VITORYA TURISMO;10.318.833/0001-59;MICROEMPRESA;SP;São Paulo;alessandra.banhos@gmail.com
LMN RENT A CAR;10.333.065/0001-02;MICROEMPRESA;RN;Parnamirim;juniorvt1@hotmail.com
